No,predictor 1,predictor 2,predictor 3,predictor 4,predictor 5,target
"8,122",26523,1106,,5,489,1
"8,123",11265,1212,335,7,3630,1
"8,124",21733,1232,407.5,5,1889,0
"8,125",10794,1106,,5,4261,0
"8,126",43396,1144,434.5,3,3618,0
"8,127",15634,1106,,1,127,0
"8,128",46726,1144,318.5,5,1802,0
"8,129",31590,1160,281,1,905,0
"8,130",11512,966,322,1,4483,0
"8,131",4785,1136,472,1,2907,0
"8,132",38784,1150,364,5,1782,0
"8,133",43293,1064,339,3,421,0
"8,134",12465,1046,387,1,1465,0
"8,135",1307,1228,417.5,3,1642,0
"8,136",13611,902,325,3,84,0
"8,137",11852,1054,338.5,5,3222,0
"8,138",42136,912,296,5,1226,0
"8,139",45115,1238,325,7,548,0
"8,140",23670,1140,375,9,1429,0
"8,141",4960,886,393,5,4816,0
"8,142",37057,1274,432,1,2004,0
"8,143",44216,1166,394.5,3,1918,0
"8,144",49662,888,214,5,2716,0
"8,145",28714,1078,286.5,5,817,1
"8,146",5232,1208,295.5,3,3359,1
"8,147",37954,1252,465,3,3502,0
"8,148",49436,1050,352,1,4005,0
"8,149",32607,1032,413.5,1,3342,0
"8,150",30374,1106,417,1,3807,1
"8,151",41150,1106,406,1,3495,0
"8,152",23534,1132,503,3,2634,0
"8,153",27352,1098,372.5,1,1142,0
"8,154",6278,1106,397,11,1380,0
"8,155",174,1106,,1,1665,0
"8,156",37146,1046,377.5,15,608,1
"8,157",48225,956,325,3,1786,1
"8,158",31537,1196,399,1,418,0
"8,159",29942,1046,291,1,3602,0
"8,160",34092,864,280.5,31,3457,1
"8,161",7918,1168,362.5,1,1796,0
"8,162",28949,1192,248,5,3853,0
"8,163",40728,1230,430.5,1,3065,0
"8,164",5389,834,263,19,1997,0
"8,165",43229,1350,475.5,1,3992,0
"8,166",26663,1130,329.5,1,172,0
"8,167",25657,1062,365,5,3222,0
"8,168",15486,1208,380,3,2628,0
"8,169",39632,1124,292,5,169,1
"8,170",11054,1226,402.5,3,4787,0
"8,171",42606,1282,,1,3339,0
"8,172",32451,1302,445.5,1,4261,0
"8,173",25988,1136,324.5,7,3740,1
"8,174",37885,1302,387,9,3917,0
"8,175",8459,1106,,1,4606,0
"8,176",6415,994,309,3,1745,0
"8,177",31285,1104,362.5,5,3992,0
"8,178",16782,1360,,1,459,0
"8,179",34883,1190,368.5,1,3177,1
"8,180",28660,1106,,1,3415,0
"8,181",47578,1062,378,5,3266,0
"8,182",46217,1018,370,3,323,1
"8,183",14112,1106,,1,4789,1
"8,184",45959,1306,411.5,1,1128,0
"8,185",20807,1106,,1,680,0
"8,186",23574,1098,329,3,3961,1
"8,187",2878,1106,,1,2274,0
"8,188",12772,1420,383,3,2447,0
"8,189",13717,1176,195.5,7,1467,1
"8,190",15395,990,285.5,3,1679,1
"8,191",1594,1106,377.5,5,4439,0
"8,192",30501,764,259,1,1732,0
"8,193",15163,1124,397,3,3911,0
"8,194",46098,1106,414.5,1,949,0
"8,195",6558,1082,329,5,2032,0
"8,196",21099,1290,398.5,1,493,0
"8,197",23183,1176,310,5,2121,0
"8,198",35139,1106,,3,3717,0
"8,199",38675,1052,393.5,3,4335,1
"8,200",3222,1214,432.5,1,122,0
"8,201",44996,1300,304,3,1971,1
"8,202",38485,1268,,1,3345,0
"8,203",24358,1294,383,3,2462,0
"8,204",48318,1088,343.5,3,4068,0
"8,205",10821,1182,380,1,2881,0
"8,206",25435,1084,361.5,3,2822,0
"8,207",14370,1106,475.5,1,1442,0
"8,208",16102,954,328,11,2486,1
"8,209",9797,1184,382.5,1,3210,0
"8,210",9003,988,401.5,1,3308,0
"8,211",8189,1254,503,1,3303,0
"8,212",4951,1106,328,1,3660,0
"8,213",29369,1150,423.5,3,1937,0
"8,214",43641,1106,,1,692,1
"8,215",22168,1106,,11,553,1
"8,216",41768,1106,,11,1419,1
"8,217",6494,1106,,13,2621,1
"8,218",19064,974,223.5,9,1902,0
"8,219",5894,1198,344.5,3,2922,1
"8,220",6201,1066,383,9,2983,0
"8,221",27090,1106,451,3,4725,1
"8,222",47766,872,383,19,1254,1
"8,223",21048,1224,406,5,2,0
"8,224",36231,1130,397,5,1286,0
"8,225",48362,1122,406,1,3106,0
"8,226",41942,822,193.5,11,2469,1
"8,227",9040,1106,,1,1957,0
"8,228",49277,874,172,11,2866,1
"8,229",27040,888,,7,3450,1
"8,230",39870,1450,432,3,1598,0
"8,231",44093,1068,323.5,3,4188,1
"8,232",20656,1106,,13,1672,1
"8,233",4946,1094,328,9,4302,0
"8,234",38981,792,316,9,4352,1
"8,235",14150,990,,5,2881,0
"8,236",15503,1208,330.5,23,1219,1
"8,237",32796,934,330.5,7,1362,1
"8,238",15161,1106,,7,988,1
"8,239",4664,1106,,1,1113,1
"8,240",43856,1098,406,1,4206,1
"8,241",27592,842,294.5,1,4213,1
"8,242",35670,1106,344,3,1514,0
"8,243",22969,1136,398.5,3,1626,0
"8,244",10914,1078,244,3,582,0
"8,245",45639,1028,404,13,4317,0
"8,246",47217,1020,420.5,9,2222,0
"8,247",39310,1074,,1,4050,0
"8,248",42070,668,237,3,3730,1
"8,249",49553,1106,362.5,11,2561,1
"8,250",5498,924,358.5,7,750,0
"8,251",3893,958,330.5,9,70,1
"8,252",8485,1060,417,1,3815,0
"8,253",2345,1172,307,13,741,1
"8,254",19934,1056,,1,4167,0
"8,255",15135,656,276.5,9,2306,1
"8,256",25222,1234,,1,2658,0
"8,257",8477,1110,316,7,2135,0
"8,258",30750,1192,430.5,3,4312,1
"8,259",35521,802,304.5,7,1601,1
"8,260",14967,1040,404,5,2289,0
"8,261",28449,1188,376.5,7,3312,0
"8,262",5691,1134,300.5,7,2080,0
"8,263",41181,1150,238.5,1,4024,1
"8,264",38794,1272,327.5,1,2875,0
"8,265",37864,1210,362.5,7,3942,0
"8,266",37517,1072,291,11,1432,1
"8,267",8141,1070,292.5,9,3232,1
"8,268",41926,1048,279,5,3006,0
"8,269",23352,1310,357,11,4540,0
"8,270",4917,958,395,3,1203,0
"8,271",42857,1174,325,11,2935,0
"8,272",6474,1196,434.5,1,1864,0
"8,273",14101,940,148.5,3,2609,1
"8,274",36112,1228,245,7,1201,0
"8,275",33844,1106,451,3,1230,0
"8,276",32386,1066,353,1,3981,0
"8,277",31840,1052,344,3,4423,0
"8,278",34896,1254,,1,861,0
"8,279",30927,1104,198.5,13,3613,0
"8,280",19675,980,406,5,2493,0
"8,281",33141,1202,325,3,3742,0
"8,282",44097,1252,259,3,4941,0
"8,283",44370,1220,423.5,3,2338,0
"8,284",43743,1106,161.5,13,1961,1
"8,285",28674,944,404,7,1909,0
"8,286",33875,1166,344,9,3984,0
"8,287",22579,1238,334,1,4010,0
"8,288",12723,1016,419.5,7,2038,0
"8,289",7874,1062,,11,4767,0
"8,290",21169,1180,304,5,4697,0
"8,291",12237,754,310,7,4832,0
"8,292",15543,942,316,1,3103,1
"8,293",46872,1390,,1,4159,0
"8,294",4600,1194,409.5,7,4382,0
"8,295",33921,1280,383,1,2248,0
"8,296",11785,1266,277,1,3706,0
"8,297",10608,1180,254,5,3481,0
"8,298",47550,1324,485.5,1,452,0
"8,299",40455,1192,355,3,3548,1
"8,300",9121,1204,404,1,1955,0
"8,301",19383,1118,358.5,11,942,0
"8,302",31606,878,357,3,4816,1
"8,303",28537,1106,,1,3122,0
"8,304",14994,1124,383,5,839,0
"8,305",32742,1232,353,1,3275,0
"8,306",47769,1450,416,3,2235,0
"8,307",41376,1106,,1,362,0
"8,308",41424,1106,,1,1695,0
"8,309",8069,1258,295,3,479,0
"8,310",47592,1216,325,3,4042,0
"8,311",17379,1188,383,7,4119,0
"8,312",45437,1106,,1,4239,0
"8,313",25597,1030,323.5,5,1741,0
"8,314",26058,1254,387,7,2416,0
"8,315",30324,1254,411,3,4251,0
"8,316",42679,1398,482.5,1,2937,0
"8,317",1189,1022,402.5,1,4130,0
"8,318",28037,1106,362.5,1,3475,0
"8,319",15155,1144,432,1,892,0
"8,320",39131,1106,,1,2653,0
"8,321",44259,890,292.5,13,2099,0
"8,322",3191,1002,383,3,3397,0
"8,323",519,1230,427,1,1872,0
"8,324",23513,1246,391.5,3,2469,0
"8,325",22921,1056,234,3,4141,1
"8,326",48442,1430,462,1,1455,0
"8,327",7532,1258,447,3,4045,0
"8,328",19235,844,236,5,4357,1
"8,329",23583,1036,298,1,3973,0
"8,330",3303,1118,380.5,3,991,0
"8,331",32799,1272,382,7,533,1
"8,332",16680,1164,,1,2475,0
"8,333",9084,1296,403.5,5,2387,0
"8,334",18977,1090,353,3,1547,0
"8,335",38247,1124,234,3,4485,0
"8,336",7080,910,221,3,1358,1
"8,337",35359,990,376,1,5000,1
"8,338",21790,904,465,1,3989,0
"8,339",40296,1176,431.5,1,2444,0
"8,340",17746,978,384.5,1,3607,0
"8,341",16300,978,230,3,4409,1
"8,342",16139,1096,,1,4607,0
"8,343",48249,1320,399.5,5,4845,0
"8,344",20673,1190,259,5,4956,0
"8,345",27795,1386,407.5,1,4207,0
"8,346",22445,1256,365.5,1,3618,0
"8,347",32778,1106,404,1,921,0
"8,348",46279,1106,,1,2912,0
"8,349",28598,1170,337.5,1,1751,0
"8,350",28714,1168,391.5,1,818,0
"8,351",8700,1350,385.5,13,4345,0
"8,352",26360,1160,406,11,530,0
"8,353",30863,912,297.5,5,1699,1
"8,354",33779,1174,349.5,9,3965,0
"8,355",37109,1012,406,11,4199,1
"8,356",44421,1378,389,3,1365,0
"8,357",5429,988,311.5,3,4880,0
"8,358",4244,1138,,1,700,0
"8,359",39283,1254,357,1,426,0
"8,360",48661,1084,,1,1404,0
"8,361",49435,978,360,3,364,0
"8,362",15212,914,259.5,5,2415,1
"8,363",6142,1150,445.5,1,896,0
"8,364",34315,1116,397,1,3136,0
"8,365",12421,910,303.5,1,504,0
"8,366",13420,1184,459,7,513,0
"8,367",20642,1106,,1,807,1
"8,368",46346,1106,424.5,1,4938,0
"8,369",44608,1106,,1,2227,0
"8,370",1542,1450,380.5,3,1958,0
"8,371",20202,1106,385,3,3960,1
"8,372",45403,1176,390,1,2657,0
"8,373",45671,1042,397.5,3,319,0
"8,374",8349,1106,,3,13,0
"8,375",49522,1128,310,1,3020,0
"8,376",29261,1128,379.5,11,3298,0
"8,377",15603,1106,,5,3453,1
"8,378",7790,774,377,7,2433,0
"8,379",33882,978,327,3,2830,1
"8,380",1072,1274,385.5,1,4973,0
"8,381",3587,1264,364.5,5,3196,0
"8,382",16567,1186,482.5,3,2235,0
"8,383",29086,1106,,1,1459,0
"8,384",41399,1156,480,3,4256,0
"8,385",37500,1166,385.5,5,578,0
"8,386",14695,1106,332.5,1,90,0
"8,387",4453,1106,,1,3087,0
"8,388",25129,1072,,1,4801,0
"8,389",48325,1324,404,3,2299,0
"8,390",8742,1106,,1,1400,0
"8,391",49023,1136,383,5,2176,0
"8,392",21454,1224,376,3,703,0
"8,393",37068,1314,406,3,950,0
"8,394",1611,902,423.5,15,1401,0
"8,395",20820,962,428.5,1,3839,0
"8,396",2783,1074,328,5,2665,1
"8,397",27972,1106,,1,3138,0
"8,398",46114,1178,422,5,1832,0
"8,399",46840,1020,336,11,3222,1
"8,400",9045,1312,371,1,2701,0
"8,401",1951,1344,482.5,1,4096,0
"8,402",22944,1136,379.5,3,3162,0
"8,403",4678,1118,417,5,4926,0
"8,404",23324,1108,,1,4665,0
"8,405",8894,1106,,1,1153,0
"8,406",41434,1192,385.5,1,2570,0
"8,407",45027,1234,389.5,1,1628,0
"8,408",1953,1076,314,3,1130,1
"8,409",39054,1038,339.5,1,747,1
"8,410",16110,1026,341.5,5,2214,0
"8,411",30755,1124,,1,71,0
"8,412",21135,1106,485,1,1084,0
"8,413",32276,1106,310,1,2006,0
"8,414",42878,940,,17,3022,0
"8,415",37328,1290,434,1,2645,0
"8,416",37884,1342,462,1,4471,0
"8,417",35108,1152,383,3,3875,1
"8,418",4293,1138,431,1,1017,0
"8,419",13802,710,286,3,4950,0
"8,420",39258,1178,362.5,1,671,0
"8,421",23354,1350,398.5,3,2436,0
"8,422",26980,1274,328,23,4340,1
"8,423",8410,1198,380,3,2701,0
"8,424",3414,1228,422.5,3,1511,0
"8,425",24636,966,417,1,2509,0
"8,426",42574,1308,,1,159,0
"8,427",8457,1320,473,1,434,0
"8,428",30669,1312,445.5,3,2138,0
"8,429",10528,1398,430.5,3,3539,1
"8,430",5226,1210,370,5,4517,0
"8,431",6257,988,279.5,3,1674,0
"8,432",9069,1052,360,3,4944,0
"8,433",16851,1448,401.5,5,134,1
"8,434",36561,1000,385.5,1,817,0
"8,435",1532,1098,419,5,3612,0
"8,436",43291,1106,,1,4194,0
"8,437",2241,1220,219,5,2960,0
"8,438",28577,1106,,1,641,0
"8,439",1497,1222,452.5,7,3386,0
"8,440",44540,1226,324.5,5,237,0
"8,441",43686,1020,379.5,5,2911,0
"8,442",24877,1322,465,1,4236,0
"8,443",5134,1388,503,1,884,0
"8,444",49673,1220,411,3,1142,0
"8,445",23121,1274,383,1,1502,0
"8,446",13288,1184,318,5,4557,1
"8,447",34980,1070,181.5,3,4285,1
"8,448",44880,1160,234,5,605,1
"8,449",37342,1216,368.5,3,1812,0
"8,450",31527,1124,376,1,538,0
"8,451",34890,1106,353,5,4,0
"8,452",46452,1186,372,3,4197,0
"8,453",8925,1106,,1,319,0
"8,454",19517,1004,280,7,227,0
"8,455",27561,1294,454.5,3,2669,0
"8,456",25638,1128,426,1,2375,0
"8,457",44451,932,431.5,1,3140,0
"8,458",11427,1136,343,3,4527,0
"8,459",2604,1376,385.5,1,1561,0
"8,460",1927,1106,,1,3266,0
"8,461",35617,1174,,1,3779,0
"8,462",18748,1106,403,5,98,0
"8,463",47895,1106,415,3,2339,0
"8,464",14390,1198,407.5,3,4443,0
"8,465",34286,1280,442,1,2266,0
"8,466",39629,1084,377.5,5,4882,0
"8,467",4056,1106,325,1,156,1
"8,468",18587,1106,,1,3460,0
"8,469",26213,1186,347,3,3859,0
"8,470",28410,1186,441.5,1,2475,0
"8,471",3876,1176,336,7,3888,0
"8,472",41355,1106,419,1,1539,1
"8,473",26154,1230,452.5,5,1447,0
"8,474",17269,1106,,1,651,0
"8,475",6217,1262,482.5,3,2832,0
"8,476",32264,1254,324.5,1,3048,0
"8,477",18981,1102,422,1,1837,0
"8,478",22008,1074,437.5,3,4622,0
"8,479",21383,1106,451,1,1057,0
"8,480",22827,1106,451,3,2504,0
"8,481",38060,974,292,1,2285,0
"8,482",14176,1206,,3,211,0
"8,483",10369,1018,386,5,2155,1
"8,484",37561,1110,,1,1218,1
"8,485",19882,1432,482.5,15,3595,0
"8,486",17847,1012,298.5,9,4351,0
"8,487",48132,1218,462,1,3578,0
"8,488",21396,1346,449,1,2942,0
"8,489",20885,1054,390.5,1,392,0
"8,490",30179,1106,,1,3758,1
"8,491",41063,1304,388,1,4502,0
"8,492",23341,1222,462.5,3,4558,0
"8,493",2932,1066,,1,3624,0
"8,494",3787,1254,,1,1294,1
"8,495",28942,1310,467.5,1,1738,0
"8,496",36520,1224,268.5,3,4552,1
"8,497",19271,1232,374,5,1676,0
"8,498",28370,1034,304.5,1,2748,0
"8,499",22260,1106,310,1,3380,0
"8,500",47982,980,318,9,3209,1
"8,501",26866,1402,406.5,3,3798,0
"8,502",33582,1414,411.5,3,3211,0
"8,503",23378,1066,402.5,1,2109,0
"8,504",33305,1208,419,1,1195,0
"8,505",8926,1106,378.5,3,210,1
"8,506",22197,1154,306.5,3,3676,0
"8,507",46689,1118,404,1,4469,0
"8,508",21917,870,218,1,3983,1
"8,509",34335,1450,385.5,1,2587,0
"8,510",38742,1068,198,1,3384,0
"8,511",28789,1336,,3,2910,0
"8,512",43178,1188,391.5,3,4171,0
"8,513",17040,1286,301,1,1975,0
"8,514",48701,1396,441.5,3,88,0
"8,515",19208,1000,357,1,3605,0
"8,516",29057,1268,387.5,1,2696,0
"8,517",39269,1140,406,1,4176,0
"8,518",45311,990,,1,3213,0
"8,519",40123,1268,410.5,1,3150,0
"8,520",38978,1080,384,1,1130,0
"8,521",13630,1318,365,1,287,0
"8,522",14251,1196,352,1,393,1
"8,523",925,834,,3,2778,1
"8,524",7805,1244,413.5,1,2645,0
"8,525",20580,1032,,1,1850,0
"8,526",36596,1070,380.5,1,4209,0
"8,527",32717,676,251.5,9,2221,1
"8,528",41887,966,327,1,2157,0
"8,529",44513,1378,430,3,3950,0
"8,530",30278,1164,333,3,4983,0
"8,531",21225,1450,403.5,3,2017,0
"8,532",3706,1236,317,3,4057,1
"8,533",28468,1388,452.5,1,4316,0
"8,534",14221,1228,437.5,1,4484,0
"8,535",46065,1016,377,3,4709,0
"8,536",45932,848,400.5,3,2550,1
"8,537",47426,1120,464.5,1,4132,0
"8,538",18939,1404,,3,1650,0
"8,539",7194,1150,385,3,1418,0
"8,540",40327,1382,383,1,3265,0
"8,541",5456,1130,492.5,3,372,0
"8,542",1378,1100,432,3,4414,0
"8,543",45714,1252,328,17,3524,1
"8,544",25623,1304,436.5,1,1041,0
"8,545",12623,1106,335.5,5,2897,0
"8,546",5792,1142,382.5,3,1936,0
"8,547",26282,930,221.5,1,4999,1
"8,548",23929,1378,410,1,4493,0
"8,549",6550,1302,465,3,261,0
"8,550",37465,936,355,13,2559,0
"8,551",45242,884,325,5,4609,1
"8,552",32668,1106,,1,212,0
"8,553",10242,1106,,1,4233,0
"8,554",7471,1124,,1,4676,0
"8,555",18988,1106,,1,4335,0
"8,556",49665,1162,378,3,124,0
"8,557",38329,1084,335.5,3,217,0
"8,558",8765,1106,385.5,1,926,0
"8,559",13593,1262,366,3,2382,0
"8,560",8773,1430,447.5,1,2329,0
"8,561",16800,1176,444,3,1585,0
"8,562",7664,1264,435,3,2749,0
"8,563",14050,1116,410.5,1,4623,0
"8,564",11317,1192,464.5,3,2293,0
"8,565",14965,1366,447,3,1609,0
"8,566",26625,736,171.5,1,1431,0
"8,567",3797,1092,400.5,9,2595,0
"8,568",19968,1136,328,1,311,1
"8,569",46440,1406,400.5,5,4787,0
"8,570",1002,1006,318,5,2702,1
"8,571",26836,868,330.5,5,2690,0
"8,572",49895,1060,335,5,4671,0
"8,573",40632,1106,461,1,4756,0
"8,574",36591,1222,452.5,1,610,0
"8,575",14416,796,,3,914,1
"8,576",31841,1106,400.5,1,712,0
"8,577",3006,1102,288,11,1180,1
"8,578",47736,1016,426,7,1328,0
"8,579",38402,1176,332.5,1,2607,0
"8,580",39287,1290,417,3,1936,0
"8,581",44357,1146,363.5,1,1543,0
"8,582",46678,928,374,5,1932,0
"8,583",10276,1326,432,3,4896,0
"8,584",8189,564,218.5,17,2461,1
"8,585",29309,1180,383,1,1620,0
"8,586",16193,1106,,1,3540,0
"8,587",28984,778,207,3,435,1
"8,588",49947,1194,461,3,890,0
"8,589",3972,1048,387,3,1560,0
"8,590",12821,1086,362,3,4926,0
"8,591",31145,1042,328,13,4345,0
"8,592",26360,1348,,1,900,0
"8,593",8061,1204,307.5,7,3067,0
"8,594",48452,1106,374,1,2437,1
"8,595",9674,1258,414.5,1,1115,0
"8,596",45254,1106,329,1,1114,0
"8,597",10759,734,153.5,11,4271,1
"8,598",36521,1032,401.5,3,4561,0
"8,599",45449,1294,448.5,3,3808,0
"8,600",43043,1072,424.5,9,4990,0
"8,601",46064,1062,307,9,4354,0
"8,602",8380,1128,,3,1707,0
"8,603",41498,1106,328,1,2836,1
"8,604",41336,1106,,1,4271,0
"8,605",10856,1010,371,5,2064,0
"8,606",13933,1132,403.5,3,4837,0
"8,607",41603,1106,397,1,1876,0
"8,608",4077,892,277,1,4795,0
"8,609",19129,820,330.5,5,2106,1
"8,610",43967,1180,398,1,4672,0
"8,611",40099,1140,482,1,848,0
"8,612",38078,1124,438,1,1719,0
"8,613",45982,910,280,3,2705,1
"8,614",34748,1212,437.5,1,753,0
"8,615",42776,1288,362.5,5,1059,0
"8,616",25279,1018,334.5,5,1081,0
"8,617",45318,922,370.5,1,4705,0
"8,618",49889,1180,503,3,3778,0
"8,619",36601,902,276,3,2290,0
"8,620",21753,1106,430.5,1,1659,0
"8,621",40064,1132,417,5,3726,0
"8,622",38684,1374,329.5,3,3211,0
"8,623",13289,1048,419,1,187,0
"8,624",42778,1096,363,1,2686,0
"8,625",45082,1156,411.5,1,433,0
"8,626",5921,1340,503,3,1673,0
"8,627",20905,1106,424.5,1,1423,0
"8,628",34159,1222,289,3,4713,0
"8,629",96,1368,447,1,4675,0
"8,630",31119,1106,,3,1350,0
"8,631",23855,1076,343,3,2025,1
"8,632",1083,1110,441,3,1475,0
"8,633",12427,1106,,1,3120,0
"8,634",37564,1140,276.5,1,4423,1
"8,635",19292,1106,,7,1498,0
"8,636",39990,1106,328,1,864,0
"8,637",4079,1314,442,1,3387,0
"8,638",23941,1106,,1,2931,0
"8,639",8395,1306,280,1,4982,1
"8,640",10191,1106,,1,1776,0
"8,641",14297,1230,377.5,5,2138,0
"8,642",31856,1078,311,7,740,1
"8,643",4134,1222,503,1,4540,0
"8,644",48614,1344,400.5,3,4066,0
"8,645",2078,1410,,1,1741,0
"8,646",21186,1106,,1,3717,0
"8,647",10032,1164,,7,2268,0
"8,648",7495,1106,265.5,1,581,1
"8,649",21059,1276,441.5,3,4480,0
"8,650",2484,1072,380,3,1433,0
"8,651",9478,938,312.5,5,2030,1
"8,652",13720,1090,,1,3515,0
"8,653",7839,1114,333,1,1323,0
"8,654",21879,1142,240,3,3190,0
"8,655",20269,1016,304.5,13,769,1
"8,656",26908,1124,357,1,1439,0
"8,657",4441,1106,430.5,1,4571,0
"8,658",44529,1314,381.5,3,1208,0
"8,659",45,1106,475.5,1,3808,0
"8,660",9428,1182,400,7,4010,0
"8,661",43114,1298,331.5,3,4725,0
"8,662",41077,1370,357,1,2341,0
"8,663",21999,1340,394.5,1,3587,0
"8,664",11322,1126,344,5,1826,0
"8,665",21030,1264,367.5,1,3588,0
"8,666",16886,982,,5,500,1
"8,667",15263,1106,,1,800,0
"8,668",22959,1356,396,1,4569,0
"8,669",11546,1050,305.5,1,1451,0
"8,670",46956,986,447.5,3,1440,0
"8,671",14697,1168,452,1,1961,0
"8,672",5793,964,328,9,2987,1
"8,673",11997,1146,300,5,4101,0
"8,674",12924,1390,430.5,7,4683,0
"8,675",46389,1110,451,3,2849,0
"8,676",30204,1178,357,3,291,1
"8,677",32586,926,,1,1078,0
"8,678",12034,916,434,3,804,0
"8,679",43481,1162,389.5,11,1105,0
"8,680",26956,1096,320.5,1,4196,0
"8,681",13871,978,406,19,3198,0
"8,682",10251,1116,324.5,3,3663,0
"8,683",30747,1106,431.5,1,4634,0
"8,684",10520,1106,368.5,1,639,0
"8,685",28316,726,304.5,3,1463,0
"8,686",28358,1450,406,1,576,0
"8,687",5547,1212,364,5,1841,0
"8,688",49506,1204,396.5,3,365,0
"8,689",45564,1352,456,1,2717,0
"8,690",1668,1238,400.5,5,3811,0
"8,691",3318,850,323.5,1,1864,0
"8,692",44273,966,274.5,5,2325,0
"8,693",31822,1238,389,1,4268,0
"8,694",43744,1106,485.5,1,3058,0
"8,695",43845,1056,417,3,1084,0
"8,696",5778,1070,271.5,1,639,0
"8,697",45922,1336,411.5,3,54,0
"8,698",37903,1056,348,3,3785,0
"8,699",13225,1226,441.5,5,2141,0
"8,700",24561,1106,403.5,3,77,0
"8,701",12185,1398,425,3,379,0
"8,702",13935,1126,324.5,5,2665,0
"8,703",45269,1134,409.5,3,3575,0
"8,704",45165,1102,253,3,3134,1
"8,705",38983,992,289.5,9,1579,0
"8,706",25197,1094,241.5,7,4631,0
"8,707",3364,930,263,5,2311,1
"8,708",45244,1152,,1,2263,0
"8,709",29661,1138,386,3,3509,0
"8,710",2696,1106,,1,2261,0
"8,711",40232,966,382,3,602,0
"8,712",6395,1098,,1,751,1
"8,713",1828,990,235,5,1437,1
"8,714",34137,996,285,1,4302,0
"8,715",44018,1112,396,1,4124,0
"8,716",43521,986,398.5,3,4845,0
"8,717",34239,998,383,3,2863,0
"8,718",18850,1188,411,3,1650,0
"8,719",45815,1360,480,1,2237,0
"8,720",38313,1056,356.5,7,3604,1
"8,721",2096,1190,479,1,4574,0
"8,722",3583,1192,332.5,5,4635,0
"8,723",49546,880,310,5,2570,0
"8,724",19432,1160,370.5,3,3476,0
"8,725",40357,1252,423,3,725,0
"8,726",44002,1032,336,1,582,0
"8,727",7895,1082,410,1,935,0
"8,728",3512,1124,374,3,1175,0
"8,729",9898,1132,336.5,3,160,0
"8,730",36541,1450,512.5,5,679,0
"8,731",47387,1106,419,1,4332,0
"8,732",27220,896,248,7,3893,1
"8,733",32456,908,338.5,5,1201,0
"8,734",24097,1106,,1,3280,1
"8,735",36126,1106,,1,162,0
"8,736",49,1230,411.5,1,1820,0
"8,737",20089,1202,414.5,1,2476,0
"8,738",1803,1106,,1,3257,0
"8,739",962,1382,362.5,1,3336,0
"8,740",21778,1062,295.5,3,1935,0
"8,741",32980,1074,378,1,2666,1
"8,742",10316,1096,380.5,1,129,0
"8,743",46550,1146,423.5,3,2556,0
"8,744",9508,906,325,7,2440,0
"8,745",14459,756,276.5,15,4862,1
"8,746",8035,946,366,5,2071,0
"8,747",21790,1006,378,1,4253,0
"8,748",18685,726,203.5,5,916,0
"8,749",14277,1292,,5,4977,0
"8,750",46756,1404,385.5,3,1757,0
"8,751",42731,1300,303,1,4668,0
"8,752",36209,996,307.5,3,4323,1
"8,753",34207,814,330.5,5,775,1
"8,754",32460,1202,,3,680,0
"8,755",9544,1198,385.5,1,3429,0
"8,756",37774,992,362.5,5,2046,0
"8,757",14042,1154,377,5,4757,0
"8,758",33161,814,306.5,1,1707,1
"8,759",22982,842,362.5,7,2461,0
"8,760",534,938,341.5,1,2229,0
"8,761",37664,974,307.5,3,801,1
"8,762",22600,1192,260.5,3,3766,1
"8,763",38455,1120,385.5,1,1599,0
"8,764",5512,1012,404,5,2636,0
"8,765",3191,1364,438.5,1,939,0
"8,766",6830,1106,314,1,4661,0
"8,767",37822,1078,,1,4382,0
"8,768",28706,1286,456,1,679,1
"8,769",6648,1094,341.5,1,4137,0
"8,770",22461,1022,357,5,3227,0
"8,771",25939,1012,379.5,5,2212,1
"8,772",9397,1242,356,1,3194,0
"8,773",34614,1232,,1,4783,0
"8,774",640,1350,437.5,3,1183,0
"8,775",38791,976,456.5,7,2871,0
"8,776",25963,1202,383,11,2983,0
"8,777",34515,1242,482.5,1,2488,0
"8,778",29790,1106,,3,1911,0
"8,779",6829,972,322,3,954,0
"8,780",2518,1086,273,7,956,0
"8,781",47584,936,404,1,1740,0
"8,782",38321,1204,398,1,3947,0
"8,783",1628,1116,359,5,2578,0
"8,784",19211,1154,465,1,2474,0
"8,785",26095,1080,149.5,5,686,1
"8,786",33043,1106,404,1,91,1
"8,787",49133,1208,236.5,3,3184,0
"8,788",47934,940,294.5,1,1078,0
"8,789",46126,1102,404,3,1124,0
"8,790",966,974,236.5,1,552,0
"8,791",2573,1000,362.5,5,3765,0
"8,792",27623,1418,380,1,2532,0
"8,793",2963,1114,371,13,3187,0
"8,794",13151,1398,439,1,917,0
"8,795",1568,1296,394.5,1,3003,0
"8,796",964,1028,304.5,3,4315,1
"8,797",11806,1198,485.5,5,2922,0
"8,798",9980,1152,362.5,1,3456,0
"8,799",36290,1032,352.5,5,4211,1
"8,800",12285,1450,339,5,2813,0
"8,801",20665,1120,441.5,3,3392,0
"8,802",45029,1106,465,1,86,0
"8,803",25216,1106,,3,1982,0
"8,804",10307,1160,452.5,3,3448,0
"8,805",12196,1106,353,1,1180,1
"8,806",10256,1106,297.5,3,2818,1
"8,807",30822,1076,324,3,3757,0
"8,808",3962,1106,,1,2749,0
"8,809",1625,1336,328,3,3943,0
"8,810",20437,1048,359.5,15,3372,0
